appendonly,appendfsync,auto-aof-rewrite-percentage,auto-aof-rewrite-min-size,no-appendfsync-on-rewrite,aof-rewrite-incremental-fsync,aof-use-rdb-preamble,save0_0,save0_1,save1_0,save1_1,save2_0,save2_1,rdbcompression,rdbchecksum,rdb-save-incremental-fsync,activedefrag,active-defrag-threshold-lower,active-defrag-threshold-upper,active-defrag-cycle-min,active-defrag-cycle-max,maxmemory,maxmemory-policy,maxmemory-samples,lazyfree-lazy-eviction,lazyfree-lazy-expire,lazyfree-lazy-server-del,hash-max-ziplist-entries,hash-max-ziplist-value,activerehashing,hz,dynamic-hz
,,,,,,,717,2,360,56,73,10361,no,yes,no,,,,,,2700mb,allkeys-lru,7,yes,no,yes,293,240,no,4,no
,,,,,,,791,5,433,71,84,11880,yes,yes,yes,yes,14,72,15,83,2200mb,noeviction,6,yes,no,no,567,56,yes,24,yes
,,,,,,,990,4,149,24,40,10211,no,no,no,,,,,,2000mb,allkeys-lfu,6,no,yes,yes,261,225,no,9,no
,,,,,,,752,1,285,17,48,8237,no,no,yes,yes,20,100,22,83,1500mb,volatile-ttl,5,no,yes,yes,448,126,no,20,yes
,,,,,,,720,6,197,19,66,11642,no,no,no,yes,15,72,13,90,2900mb,allkeys-lfu,7,no,yes,yes,621,200,yes,16,yes
,,,,,,,1080,2,440,16,85,10920,yes,no,no,,,,,,2600mb,allkeys-random,7,no,yes,no,394,183,yes,26,yes
,,,,,,,1016,9,241,80,62,8350,no,yes,no,yes,21,94,19,71,1200mb,volatile-lru,3,yes,no,no,455,42,yes,19,no
,,,,,,,1077,1,356,55,45,9864,yes,no,no,yes,22,99,1,85,2700mb,allkeys-random,5,no,no,yes,455,16,no,31,yes
,,,,,,,957,8,416,77,83,8875,no,no,no,yes,6,71,6,82,1800mb,allkeys-random,5,no,no,no,554,47,yes,6,yes
,,,,,,,994,8,398,38,74,10804,yes,no,no,,,,,,1700mb,volatile-lfu,4,yes,yes,yes,288,155,no,17,yes
,,,,,,,726,3,284,60,70,8116,yes,yes,no,yes,29,87,21,87,1400mb,allkeys-random,4,no,yes,yes,724,21,yes,3,yes
,,,,,,,1034,9,465,62,86,10386,no,no,no,yes,23,97,5,72,1100mb,allkeys-random,6,yes,no,yes,685,86,no,10,yes
,,,,,,,847,2,470,65,33,8777,yes,no,yes,,,,,,1800mb,noeviction,7,yes,no,no,277,180,yes,34,yes
,,,,,,,755,8,128,69,53,11448,yes,no,yes,,,,,,1400mb,allkeys-lfu,3,no,no,yes,331,148,no,7,no
,,,,,,,1049,6,453,39,59,10459,yes,no,yes,,,,,,2900mb,volatile-lru,6,no,no,yes,695,146,no,40,yes
,,,,,,,859,8,380,51,46,9408,yes,yes,yes,yes,25,74,12,73,2500mb,allkeys-lru,4,no,no,no,581,254,no,6,no
,,,,,,,1012,9,402,48,59,10311,yes,yes,no,yes,29,76,19,90,1700mb,noeviction,3,no,yes,yes,301,143,no,17,yes
,,,,,,,789,8,351,86,83,8434,yes,yes,no,yes,14,80,9,70,2300mb,volatile-lru,3,yes,no,no,692,181,yes,29,no
,,,,,,,1000,4,254,15,54,11266,yes,no,yes,,,,,,1800mb,volatile-lru,3,no,yes,no,588,103,yes,18,no
,,,,,,,891,6,383,92,40,10786,yes,yes,yes,,,,,,2000mb,noeviction,3,no,no,no,363,226,no,8,no
,,,,,,,933,6,356,95,59,11632,no,yes,yes,yes,25,98,6,79,1000mb,noeviction,3,yes,no,yes,371,191,no,12,yes
,,,,,,,1024,5,126,27,52,9054,yes,no,yes,,,,,,2300mb,volatile-ttl,7,yes,yes,yes,564,62,no,24,no
,,,,,,,971,1,367,54,45,10922,no,no,no,,,,,,2700mb,allkeys-lru,3,yes,no,no,467,164,yes,28,no
,,,,,,,810,6,179,14,67,8523,yes,yes,yes,,,,,,2900mb,volatile-ttl,3,no,yes,no,401,173,no,9,no
,,,,,,,1015,2,178,36,73,9233,yes,no,yes,yes,20,71,30,88,1400mb,volatile-ttl,6,yes,no,no,671,165,yes,17,yes
,,,,,,,753,8,246,14,62,10581,no,no,no,,,,,,1700mb,volatile-lfu,5,no,yes,yes,416,98,yes,1,no
,,,,,,,735,5,167,92,80,11174,no,no,yes,,,,,,1900mb,allkeys-lru,7,no,no,yes,542,127,yes,10,yes
,,,,,,,712,5,467,69,37,11217,yes,yes,no,,,,,,2500mb,volatile-random,5,no,no,no,323,42,no,28,yes
,,,,,,,1019,2,411,95,40,8403,yes,no,no,,,,,,1200mb,noeviction,6,yes,yes,no,438,204,no,33,no
,,,,,,,954,1,454,74,80,11641,yes,no,no,,,,,,2100mb,allkeys-random,4,no,yes,yes,274,165,no,37,no
,,,,,,,804,9,445,23,57,9346,no,yes,yes,,,,,,1900mb,allkeys-lfu,3,yes,yes,no,569,53,yes,15,no
,,,,,,,1008,7,491,93,68,10439,yes,yes,no,,,,,,1900mb,volatile-lfu,3,yes,no,yes,709,220,no,11,no
,,,,,,,720,7,227,35,80,11589,yes,yes,yes,,,,,,2200mb,allkeys-random,5,no,no,yes,370,188,yes,30,yes
,,,,,,,1054,3,498,50,41,8335,yes,no,yes,yes,16,79,19,73,2300mb,allkeys-lfu,6,yes,no,yes,376,109,yes,33,no
,,,,,,,724,8,400,34,79,10545,no,no,yes,,,,,,2900mb,volatile-lru,3,no,yes,yes,745,161,yes,19,no
,,,,,,,910,8,349,88,70,10597,no,yes,yes,,,,,,2300mb,allkeys-lru,7,yes,yes,yes,537,45,yes,19,no
,,,,,,,986,5,125,22,80,8326,no,yes,yes,,,,,,2000mb,allkeys-lfu,5,yes,no,no,719,16,yes,29,yes
,,,,,,,954,9,134,24,84,11940,no,yes,yes,,,,,,1100mb,allkeys-lru,7,yes,no,yes,644,66,no,20,yes
,,,,,,,822,8,110,87,68,10180,yes,yes,yes,,,,,,1800mb,noeviction,7,no,no,yes,719,175,yes,14,yes
,,,,,,,837,8,136,94,47,10655,yes,yes,no,,,,,,2600mb,allkeys-lfu,3,no,yes,no,717,240,yes,8,yes
,,,,,,,1009,3,250,68,43,11486,yes,no,yes,,,,,,2300mb,volatile-lru,6,yes,no,no,365,23,yes,7,yes
,,,,,,,846,6,212,78,45,10003,no,yes,yes,yes,27,91,18,89,1200mb,allkeys-lfu,4,yes,yes,no,696,85,no,8,yes
,,,,,,,774,7,250,74,48,8106,no,no,yes,,,,,,1700mb,noeviction,6,no,no,no,494,200,yes,13,no
,,,,,,,709,6,326,21,33,9988,yes,yes,no,,,,,,1100mb,volatile-ttl,3,yes,yes,yes,704,81,no,32,no
,,,,,,,744,7,233,86,80,9486,no,yes,no,,,,,,1000mb,allkeys-random,6,yes,yes,yes,558,149,yes,24,yes
,,,,,,,875,1,134,31,67,9794,no,yes,yes,yes,19,90,5,73,1000mb,allkeys-lru,7,no,yes,yes,569,160,no,24,no
,,,,,,,821,5,288,12,74,10724,yes,yes,yes,,,,,,2000mb,volatile-random,3,yes,no,yes,585,159,yes,34,no
,,,,,,,730,8,491,94,32,11637,yes,yes,yes,yes,29,70,9,88,1900mb,noeviction,4,no,no,yes,328,172,yes,24,yes
,,,,,,,857,4,464,69,83,10429,no,no,no,yes,19,79,23,85,2100mb,volatile-lfu,7,yes,no,yes,550,145,yes,9,no
,,,,,,,943,1,250,29,84,11372,yes,no,yes,,,,,,2300mb,volatile-ttl,7,no,yes,yes,721,178,no,25,no
,,,,,,,914,4,463,25,33,11802,no,no,no,,,,,,2400mb,volatile-random,5,yes,no,no,613,133,no,14,no
,,,,,,,793,6,367,84,71,11730,no,no,no,,,,,,1100mb,noeviction,3,no,yes,yes,500,159,yes,35,yes
,,,,,,,742,7,461,43,79,10773,no,yes,yes,yes,2,70,30,77,2600mb,allkeys-random,4,yes,yes,no,392,122,yes,36,no
,,,,,,,877,4,447,50,41,10954,yes,no,yes,yes,20,72,19,88,1900mb,allkeys-lfu,6,no,no,yes,295,66,no,34,yes
,,,,,,,926,6,160,20,30,10498,no,yes,yes,,,,,,2000mb,allkeys-lru,5,yes,no,yes,563,61,no,2,yes
,,,,,,,1077,2,293,31,64,8834,yes,no,yes,yes,1,86,13,78,1900mb,allkeys-random,3,no,no,yes,602,186,no,15,yes
,,,,,,,724,6,384,87,40,9813,no,yes,no,yes,3,97,11,77,1400mb,allkeys-random,5,no,no,yes,442,90,yes,1,no
,,,,,,,994,6,258,86,48,11299,no,yes,yes,,,,,,1700mb,allkeys-random,5,yes,yes,yes,632,208,no,1,yes
,,,,,,,774,3,295,24,67,8332,no,yes,no,,,,,,2000mb,volatile-random,6,no,no,no,400,60,yes,19,no
,,,,,,,824,5,197,25,76,9365,yes,yes,no,,,,,,2400mb,volatile-lru,3,no,no,yes,654,146,yes,4,yes
,,,,,,,974,9,403,39,42,10017,yes,no,yes,yes,30,93,21,74,1900mb,volatile-lfu,5,yes,yes,no,699,225,yes,14,yes
,,,,,,,850,1,317,85,67,8799,yes,yes,yes,,,,,,1100mb,volatile-ttl,3,no,no,yes,281,225,no,14,no
,,,,,,,883,6,482,62,36,9213,yes,yes,no,yes,27,74,28,74,2600mb,noeviction,6,no,no,yes,558,206,no,10,no
,,,,,,,800,8,111,71,50,9822,no,yes,yes,,,,,,2500mb,volatile-lru,4,no,no,yes,488,77,no,9,yes
,,,,,,,823,5,249,36,79,8021,yes,yes,no,,,,,,1700mb,allkeys-lfu,6,no,yes,yes,517,196,yes,39,yes
,,,,,,,815,1,431,77,82,9817,yes,no,yes,yes,18,82,17,83,1400mb,allkeys-lfu,7,no,no,no,649,213,no,16,yes
,,,,,,,1080,4,436,99,74,8007,no,no,yes,,,,,,2500mb,volatile-ttl,5,no,no,no,391,88,yes,25,yes
,,,,,,,836,3,281,37,56,11886,no,no,yes,yes,20,76,27,76,2500mb,allkeys-lru,3,yes,yes,no,256,139,no,35,no
,,,,,,,990,2,115,30,31,8399,no,no,yes,,,,,,1900mb,allkeys-lfu,5,yes,yes,yes,489,188,no,3,yes
,,,,,,,888,8,211,68,45,11259,yes,no,no,,,,,,1900mb,volatile-lfu,7,yes,no,yes,687,186,no,21,no
,,,,,,,728,6,450,33,36,10635,yes,no,yes,yes,14,72,13,90,1100mb,allkeys-lru,5,no,yes,yes,296,110,yes,14,no
,,,,,,,742,8,172,90,43,11238,no,yes,no,yes,27,70,23,80,1100mb,allkeys-random,7,no,yes,yes,459,223,no,2,no
,,,,,,,819,5,116,47,65,9390,no,no,yes,yes,13,100,29,78,2000mb,allkeys-lru,5,yes,yes,yes,613,16,yes,34,no
,,,,,,,728,2,222,22,55,9855,no,yes,yes,,,,,,2200mb,volatile-random,6,no,no,no,678,149,no,34,yes
,,,,,,,793,5,472,49,64,10280,yes,no,yes,yes,28,82,1,80,2600mb,volatile-lfu,4,no,no,no,585,30,yes,18,no
,,,,,,,735,6,468,98,41,8846,no,yes,yes,yes,11,81,18,79,1600mb,volatile-lru,7,no,yes,no,571,247,yes,39,no
,,,,,,,1051,7,357,57,34,11639,yes,yes,yes,yes,13,95,3,77,2400mb,noeviction,5,no,yes,yes,398,57,yes,25,yes
,,,,,,,995,7,250,71,53,9416,yes,yes,no,,,,,,2400mb,allkeys-random,6,yes,no,yes,458,30,no,15,yes
,,,,,,,1073,2,319,37,48,11938,no,yes,yes,yes,19,91,15,85,2600mb,noeviction,5,yes,yes,yes,679,92,yes,37,yes
,,,,,,,725,1,452,64,31,10867,no,yes,yes,,,,,,1400mb,allkeys-lru,7,no,no,no,452,41,yes,34,no
,,,,,,,912,7,311,25,54,11826,no,no,yes,yes,21,99,12,74,1800mb,allkeys-random,6,yes,yes,yes,314,110,yes,15,no
,,,,,,,826,9,351,73,83,9848,yes,no,no,,,,,,1300mb,allkeys-random,7,no,no,no,342,129,yes,20,yes
,,,,,,,855,3,111,77,83,10136,yes,no,no,,,,,,2800mb,allkeys-lru,6,no,yes,no,731,104,no,19,no
,,,,,,,942,4,495,19,88,10543,no,no,yes,yes,15,87,22,79,1300mb,volatile-lru,4,yes,no,yes,462,177,no,8,no
,,,,,,,907,8,368,30,52,8475,no,no,no,yes,23,97,14,90,2100mb,allkeys-random,6,no,yes,no,714,189,no,7,yes
,,,,,,,725,3,368,100,54,10601,no,no,yes,,,,,,1300mb,allkeys-lfu,4,yes,yes,no,665,249,yes,3,yes
,,,,,,,816,1,324,50,44,10669,no,yes,yes,yes,22,92,21,78,2400mb,allkeys-lfu,5,yes,no,no,271,194,yes,5,no
,,,,,,,746,7,379,86,41,8934,no,yes,yes,yes,21,83,16,90,1600mb,allkeys-lru,5,no,yes,no,616,214,yes,17,no
,,,,,,,731,4,358,83,38,11304,yes,no,yes,,,,,,2600mb,noeviction,5,no,no,no,280,242,no,1,no
,,,,,,,1002,4,324,75,49,9855,yes,yes,no,,,,,,1600mb,noeviction,4,yes,no,no,311,250,yes,37,no
,,,,,,,1019,6,100,70,46,10906,yes,yes,yes,,,,,,2300mb,allkeys-random,6,yes,no,yes,300,211,yes,35,no
,,,,,,,956,5,473,51,33,9530,yes,yes,no,yes,6,96,11,79,1000mb,allkeys-lfu,4,yes,no,no,296,65,yes,9,no
,,,,,,,700,3,181,95,41,8279,no,yes,yes,,,,,,2000mb,allkeys-lfu,7,yes,no,yes,495,76,yes,31,yes
,,,,,,,704,4,317,37,46,10829,yes,yes,yes,,,,,,1000mb,noeviction,6,yes,yes,no,472,69,no,35,yes
,,,,,,,905,6,205,32,66,11834,yes,yes,yes,,,,,,1000mb,allkeys-lfu,4,no,no,no,330,217,yes,24,yes
,,,,,,,906,3,443,43,53,9031,no,yes,yes,yes,16,86,5,70,2600mb,noeviction,4,yes,no,no,542,238,no,40,no
,,,,,,,884,1,278,55,58,10855,no,yes,no,,,,,,2300mb,noeviction,7,yes,no,no,736,42,yes,24,no
,,,,,,,1018,7,316,22,52,8733,no,no,yes,,,,,,2100mb,allkeys-lru,4,yes,yes,yes,441,37,yes,30,no
,,,,,,,813,3,435,64,55,9335,yes,no,yes,yes,10,73,16,74,1000mb,allkeys-lru,3,no,yes,no,586,145,no,1,no
,,,,,,,784,3,339,71,58,11522,yes,no,no,,,,,,1000mb,allkeys-random,5,no,no,no,289,38,no,13,no
,,,,,,,738,3,347,36,65,9378,yes,no,yes,,,,,,1800mb,volatile-lru,3,yes,yes,no,505,211,no,2,no
,,,,,,,983,8,138,99,67,10730,yes,yes,yes,,,,,,2200mb,volatile-random,7,no,yes,no,587,59,no,2,yes
,,,,,,,1032,1,470,55,54,11572,yes,yes,no,yes,16,81,9,85,2600mb,allkeys-lru,7,yes,no,no,284,185,no,23,yes
,,,,,,,915,6,210,21,64,8146,yes,yes,no,,,,,,2300mb,volatile-lru,3,yes,yes,yes,500,139,yes,21,yes
,,,,,,,979,2,442,12,50,8960,yes,no,no,,,,,,2200mb,allkeys-lru,4,yes,yes,no,518,141,no,22,yes
,,,,,,,1061,7,398,69,83,8540,no,no,yes,,,,,,2800mb,volatile-lfu,7,yes,no,no,455,22,yes,13,no
,,,,,,,827,8,491,30,76,10463,yes,yes,yes,yes,11,74,12,75,2900mb,allkeys-lfu,4,no,yes,no,667,105,yes,40,no
,,,,,,,1079,5,170,90,48,10010,yes,yes,no,yes,10,84,20,72,2500mb,volatile-ttl,4,no,yes,no,683,67,yes,31,yes
,,,,,,,992,9,145,47,44,8104,no,yes,no,,,,,,2000mb,volatile-random,3,yes,no,yes,406,208,no,15,yes
,,,,,,,1071,4,418,18,62,11441,yes,no,no,,,,,,2000mb,volatile-lru,5,yes,yes,yes,301,27,yes,35,no
,,,,,,,858,2,230,28,66,9874,yes,no,yes,,,,,,1700mb,allkeys-lru,4,yes,yes,no,636,74,yes,17,yes
,,,,,,,986,3,244,56,34,11502,yes,yes,no,,,,,,2400mb,noeviction,4,no,yes,no,383,174,yes,9,no
,,,,,,,1069,7,355,47,31,10676,no,no,no,,,,,,2200mb,volatile-lru,6,no,no,no,299,208,yes,11,yes
,,,,,,,744,7,328,27,90,10124,yes,no,yes,,,,,,2100mb,volatile-ttl,7,no,no,yes,345,42,yes,36,no
,,,,,,,704,1,172,27,72,10717,no,no,yes,,,,,,2700mb,volatile-lru,5,no,no,no,658,200,no,6,yes
,,,,,,,947,4,216,25,65,8551,yes,no,no,,,,,,2100mb,allkeys-lfu,3,yes,no,no,406,65,yes,2,yes
,,,,,,,747,4,163,52,49,11330,yes,no,yes,yes,20,77,24,88,2200mb,volatile-lfu,7,no,yes,no,268,41,no,9,no
,,,,,,,714,9,157,79,60,10046,no,yes,no,,,,,,1900mb,volatile-lfu,4,no,yes,no,709,62,yes,4,yes
,,,,,,,844,2,230,100,44,9422,no,no,yes,,,,,,1800mb,volatile-lru,3,no,no,yes,277,19,yes,21,yes
,,,,,,,1035,8,448,53,67,8416,no,yes,no,yes,15,75,26,79,2000mb,volatile-lfu,5,yes,yes,no,440,224,yes,26,yes
,,,,,,,1012,1,449,21,55,10660,no,yes,yes,yes,2,85,11,83,1500mb,volatile-lfu,3,yes,yes,no,310,106,no,15,no
,,,,,,,886,7,354,70,56,8494,no,no,no,yes,10,81,17,78,1600mb,allkeys-lfu,7,no,yes,no,649,93,yes,40,yes
,,,,,,,903,2,178,44,41,8472,no,no,no,yes,17,86,20,79,1300mb,allkeys-lru,3,yes,no,no,503,221,yes,27,no
,,,,,,,793,8,266,47,45,11774,no,yes,yes,,,,,,2600mb,volatile-lru,4,no,no,no,629,218,yes,30,yes
,,,,,,,958,4,150,99,68,11183,yes,no,no,yes,12,98,1,79,2700mb,noeviction,6,yes,yes,yes,730,189,no,14,yes
,,,,,,,851,1,189,16,79,9920,yes,yes,no,yes,17,70,30,79,1200mb,volatile-lfu,7,yes,yes,no,453,46,no,24,no
,,,,,,,1035,4,117,52,83,9849,no,yes,yes,,,,,,1000mb,noeviction,5,yes,yes,yes,685,140,yes,12,no
,,,,,,,800,3,149,72,86,11583,yes,no,no,yes,28,97,28,70,2300mb,allkeys-lfu,4,yes,yes,yes,552,223,yes,7,no
,,,,,,,1088,6,340,77,36,8416,yes,no,yes,,,,,,1700mb,allkeys-lru,6,yes,no,yes,277,212,yes,17,yes
,,,,,,,781,1,268,37,31,8590,no,no,no,yes,12,91,1,81,2800mb,volatile-lru,3,no,no,no,483,32,no,22,yes
,,,,,,,1032,1,445,47,72,8260,no,no,yes,yes,11,79,27,83,2200mb,allkeys-lfu,3,no,no,yes,521,222,no,1,no
,,,,,,,918,4,267,61,78,9281,no,yes,yes,yes,13,76,21,78,1200mb,volatile-lru,5,no,no,no,501,189,no,10,yes
,,,,,,,1085,2,252,40,82,11927,yes,yes,yes,yes,11,76,17,86,1100mb,volatile-random,6,yes,no,no,464,69,yes,5,yes
,,,,,,,838,1,239,13,66,11337,yes,yes,no,yes,24,84,14,74,2300mb,volatile-random,7,no,no,yes,396,23,yes,40,no
,,,,,,,748,5,180,84,46,8247,yes,no,no,yes,9,95,12,79,1400mb,volatile-ttl,5,yes,no,yes,334,228,yes,21,no
,,,,,,,879,1,212,80,50,10561,no,yes,yes,yes,3,91,17,82,2300mb,volatile-ttl,5,no,yes,yes,609,50,yes,33,no
,,,,,,,849,6,422,59,39,11065,no,no,yes,yes,15,85,27,75,1000mb,volatile-random,6,no,no,no,660,123,yes,40,yes
,,,,,,,958,7,260,74,82,8284,yes,no,yes,,,,,,1200mb,volatile-lru,4,no,no,yes,499,206,no,34,yes
,,,,,,,975,1,139,53,33,10283,no,no,no,,,,,,1400mb,allkeys-lru,4,yes,no,no,699,246,yes,10,no
,,,,,,,985,7,355,26,90,8224,no,no,yes,yes,19,100,23,86,1100mb,volatile-lru,4,yes,yes,yes,487,41,no,6,yes
,,,,,,,941,9,204,46,86,8263,no,yes,no,,,,,,1700mb,allkeys-lfu,5,yes,no,no,418,52,no,18,yes
,,,,,,,994,9,108,46,50,11245,yes,yes,yes,,,,,,2800mb,volatile-lfu,7,yes,yes,yes,711,128,no,3,no
,,,,,,,952,5,404,84,46,10165,no,yes,no,yes,16,91,17,80,1700mb,volatile-lru,6,no,yes,yes,300,84,no,33,no
,,,,,,,1034,6,275,92,57,9008,no,no,yes,,,,,,2300mb,volatile-random,5,yes,yes,no,681,111,yes,20,yes
,,,,,,,916,2,156,43,65,8267,yes,yes,no,,,,,,1500mb,allkeys-random,7,yes,no,yes,569,137,no,34,yes
,,,,,,,899,6,249,57,41,9231,no,no,yes,yes,20,83,5,90,1700mb,allkeys-lru,3,yes,yes,yes,744,250,yes,32,yes
,,,,,,,802,3,341,14,47,8546,yes,yes,yes,,,,,,1100mb,volatile-ttl,6,yes,no,no,673,66,yes,24,no
,,,,,,,970,7,410,95,79,11028,no,no,yes,,,,,,2400mb,volatile-ttl,5,no,yes,no,584,198,yes,30,no
,,,,,,,749,4,491,97,81,11679,yes,yes,no,,,,,,1900mb,allkeys-lru,6,yes,yes,yes,474,59,yes,12,no
,,,,,,,732,1,217,44,55,9728,no,no,no,,,,,,1300mb,allkeys-lru,6,yes,no,no,729,194,no,24,yes
,,,,,,,909,2,380,79,46,10088,no,yes,no,yes,12,90,8,77,2600mb,allkeys-lru,7,yes,no,yes,398,154,yes,3,no
,,,,,,,772,4,134,66,40,8603,no,no,yes,,,,,,1200mb,allkeys-lfu,5,yes,no,yes,389,83,yes,10,yes
,,,,,,,862,9,127,42,52,10738,yes,no,yes,yes,7,88,24,74,2100mb,noeviction,6,yes,yes,no,290,29,no,32,no
,,,,,,,928,8,390,87,43,8687,yes,yes,no,,,,,,1900mb,volatile-random,5,no,no,no,653,108,no,2,yes
,,,,,,,922,9,402,71,51,10587,yes,yes,no,,,,,,2800mb,allkeys-lfu,4,no,yes,yes,677,192,yes,13,no
,,,,,,,866,4,326,13,87,9090,yes,no,no,,,,,,1700mb,volatile-lfu,5,yes,yes,no,597,112,yes,38,no
,,,,,,,1075,3,390,100,55,11913,yes,yes,yes,,,,,,1400mb,volatile-ttl,7,yes,no,yes,357,197,no,9,yes
,,,,,,,948,1,193,30,69,10281,no,no,no,,,,,,1700mb,volatile-ttl,4,yes,yes,yes,508,163,yes,32,no
,,,,,,,1065,8,289,77,67,11230,yes,no,no,,,,,,2700mb,noeviction,6,yes,yes,no,431,157,yes,5,no
,,,,,,,725,6,463,100,48,11098,yes,no,yes,yes,27,72,7,76,1800mb,volatile-random,6,yes,no,no,483,194,no,22,no
,,,,,,,829,6,223,14,85,9669,yes,no,no,yes,1,86,5,72,1500mb,allkeys-random,5,yes,no,no,621,206,no,13,yes
,,,,,,,856,3,444,19,89,11886,yes,yes,yes,yes,6,70,18,90,1500mb,volatile-lfu,6,no,no,no,500,247,yes,11,yes
,,,,,,,977,7,434,54,34,8866,no,no,no,yes,27,73,18,80,1200mb,volatile-ttl,5,yes,yes,yes,619,148,no,15,no
,,,,,,,704,8,227,52,62,11116,no,no,yes,,,,,,2900mb,noeviction,6,yes,no,yes,327,133,yes,32,yes
,,,,,,,1030,6,190,53,47,11050,yes,no,no,,,,,,1400mb,volatile-random,4,no,no,no,688,150,no,15,yes
