appendonly,appendfsync,auto-aof-rewrite-percentage,auto-aof-rewrite-min-size,no-appendfsync-on-rewrite,aof-rewrite-incremental-fsync,aof-use-rdb-preamble,save0_0,save0_1,save1_0,save1_1,save2_0,save2_1,rdbcompression,rdbchecksum,rdb-save-incremental-fsync,activedefrag,active-defrag-threshold-lower,active-defrag-threshold-upper,active-defrag-cycle-min,active-defrag-cycle-max,maxmemory,maxmemory-policy,maxmemory-samples,lazyfree-lazy-eviction,lazyfree-lazy-expire,lazyfree-lazy-server-del,hash-max-ziplist-entries,hash-max-ziplist-value,activerehashing,hz,dynamic-hz
,,,,,,,895,5,310,60,57,9796,yes,yes,no,yes,17,90,15,81,1100mb,volatile-lfu,4,yes,no,no,550,144,no,20,no
,,,,,,,906,7,313,55,57,10080,yes,yes,yes,,,,,,1800mb,volatile-lfu,5,yes,yes,no,493,128,yes,22,yes
,,,,,,,912,5,278,51,57,9843,yes,yes,yes,,,,,,1500mb,noeviction,5,no,yes,no,506,127,no,26,yes
,,,,,,,894,5,309,44,62,9877,no,yes,no,yes,11,83,19,82,1900mb,volatile-random,4,no,no,no,440,122,yes,22,no
,,,,,,,901,4,287,61,59,10310,yes,no,yes,yes,19,82,15,82,2000mb,allkeys-random,5,yes,yes,no,431,140,yes,17,no
,,,,,,,887,4,349,61,56,9751,no,yes,no,yes,16,82,16,79,1200mb,allkeys-random,5,no,yes,yes,499,116,yes,16,yes
,,,,,,,898,6,303,57,60,9847,no,no,no,,,,,,1500mb,volatile-lru,5,no,no,no,529,128,no,19,no
,,,,,,,947,4,304,61,62,9949,no,yes,no,,,,,,1500mb,volatile-lru,5,no,yes,no,456,148,no,20,no
,,,,,,,918,5,330,61,64,10080,yes,yes,yes,,,,,,1600mb,noeviction,5,no,no,yes,578,124,no,23,no
,,,,,,,901,4,290,47,53,10318,no,no,yes,yes,16,84,19,83,1300mb,allkeys-lru,5,no,yes,yes,518,144,yes,19,yes
,,,,,,,871,5,280,60,59,9431,no,no,no,yes,15,83,13,79,1000mb,allkeys-random,5,yes,no,yes,580,115,yes,18,yes
,,,,,,,953,6,299,58,60,10019,yes,yes,no,,,,,,1500mb,allkeys-random,5,yes,no,yes,454,125,yes,24,no
,,,,,,,855,5,313,54,63,10096,no,yes,yes,yes,15,86,17,80,2300mb,allkeys-lru,5,no,yes,no,464,172,no,24,no
,,,,,,,913,6,299,57,64,10345,yes,no,no,,,,,,1400mb,volatile-ttl,5,yes,yes,no,583,169,no,21,no
,,,,,,,883,4,346,60,61,10117,yes,no,no,yes,17,84,17,79,1800mb,allkeys-lfu,6,yes,no,yes,504,139,yes,19,yes
,,,,,,,902,6,261,58,65,10013,no,no,yes,,,,,,2900mb,volatile-lfu,5,no,yes,no,491,142,yes,20,no
,,,,,,,923,4,284,57,60,9830,no,yes,yes,,,,,,2400mb,volatile-lru,5,yes,no,yes,495,120,yes,18,no
,,,,,,,816,4,258,65,54,10413,no,no,no,,,,,,1700mb,allkeys-lfu,5,no,no,no,503,149,yes,25,no
,,,,,,,856,5,288,55,60,10391,no,yes,no,,,,,,1200mb,volatile-lru,5,no,no,no,485,155,yes,22,yes
,,,,,,,915,5,260,41,62,10076,yes,yes,yes,yes,16,86,16,80,1600mb,volatile-ttl,5,no,yes,no,507,178,yes,14,yes
,,,,,,,904,5,276,55,52,9661,yes,yes,yes,,,,,,2200mb,volatile-ttl,5,yes,yes,yes,444,132,yes,21,no
,,,,,,,944,5,294,58,63,9745,no,yes,no,yes,13,85,18,81,1600mb,volatile-lfu,5,yes,yes,no,479,123,no,19,yes
,,,,,,,908,6,325,75,64,9710,yes,no,yes,yes,18,86,16,81,1000mb,allkeys-random,5,yes,no,yes,460,120,yes,18,yes
,,,,,,,823,6,331,61,63,9655,no,yes,yes,,,,,,2100mb,noeviction,5,yes,no,yes,471,157,yes,19,yes
,,,,,,,960,4,284,60,54,9499,no,no,no,,,,,,1200mb,volatile-lru,5,yes,no,yes,553,125,yes,18,yes
,,,,,,,945,5,288,55,60,10358,no,no,no,yes,19,86,16,79,1800mb,volatile-random,4,yes,no,yes,593,161,no,20,no
,,,,,,,882,5,308,58,58,10018,yes,no,no,,,,,,1500mb,volatile-lfu,5,yes,no,yes,472,111,no,22,yes
,,,,,,,965,4,344,54,60,10154,yes,no,no,yes,17,86,17,78,1900mb,noeviction,5,yes,yes,no,512,161,yes,25,no
,,,,,,,911,6,345,48,55,10428,no,yes,no,,,,,,2200mb,volatile-lru,5,no,yes,no,560,166,yes,18,yes
,,,,,,,893,5,269,53,72,9906,no,yes,yes,yes,22,85,16,79,1600mb,volatile-ttl,5,no,yes,no,481,134,no,22,no
,,,,,,,889,5,334,38,66,10557,no,no,yes,yes,14,88,18,81,1800mb,noeviction,5,no,no,no,522,116,no,22,no
,,,,,,,908,5,298,49,71,9999,no,no,no,,,,,,2300mb,noeviction,5,yes,no,yes,471,111,no,17,yes
,,,,,,,858,5,290,48,48,10533,yes,yes,no,yes,20,86,14,80,2500mb,volatile-lru,4,no,yes,yes,486,103,yes,20,no
,,,,,,,896,5,271,50,60,9530,yes,no,yes,,,,,,1400mb,noeviction,5,no,no,no,481,118,no,18,no
,,,,,,,890,6,273,52,61,10062,yes,no,no,,,,,,2500mb,volatile-lfu,6,yes,yes,no,511,165,yes,17,yes
,,,,,,,888,5,282,50,51,9844,no,yes,no,,,,,,1600mb,volatile-lfu,4,yes,no,no,405,137,no,18,yes
,,,,,,,928,6,321,62,59,10567,no,no,no,,,,,,2100mb,volatile-lfu,5,no,yes,no,509,130,yes,23,no
,,,,,,,918,6,269,53,64,10056,no,yes,no,,,,,,2600mb,volatile-random,6,no,no,no,511,131,yes,17,yes
,,,,,,,910,4,313,49,64,9642,yes,yes,yes,yes,15,89,13,82,1600mb,allkeys-lfu,5,yes,yes,no,493,123,no,23,yes
,,,,,,,923,5,302,51,54,10345,no,yes,yes,,,,,,1400mb,volatile-lfu,5,no,no,no,588,145,yes,20,no
,,,,,,,957,5,297,53,52,9528,yes,no,yes,,,,,,1100mb,volatile-ttl,5,yes,no,no,485,98,no,14,no
,,,,,,,928,5,316,53,63,9712,no,yes,yes,yes,14,82,11,84,2300mb,volatile-lfu,5,no,no,yes,492,124,yes,19,no
,,,,,,,888,5,243,48,56,10810,yes,no,yes,,,,,,1500mb,noeviction,5,yes,no,no,536,141,no,20,no
,,,,,,,888,4,314,53,61,9694,yes,yes,no,,,,,,1000mb,volatile-ttl,5,no,yes,yes,469,118,yes,22,no
,,,,,,,868,5,365,48,65,10555,no,yes,yes,yes,13,87,18,77,1700mb,volatile-lru,5,yes,no,yes,516,116,no,22,yes
,,,,,,,906,5,324,56,58,9657,yes,yes,no,yes,13,84,18,83,2900mb,allkeys-lru,5,no,yes,no,591,119,no,16,no
,,,,,,,910,4,234,59,66,9924,no,yes,yes,yes,14,82,17,84,2500mb,volatile-ttl,5,no,no,yes,544,114,yes,24,no
,,,,,,,876,6,330,53,64,9308,yes,no,yes,,,,,,1700mb,noeviction,5,no,no,yes,493,123,yes,15,no
,,,,,,,911,6,293,56,66,9679,yes,yes,no,,,,,,2400mb,volatile-lfu,5,yes,yes,no,507,139,yes,23,no
,,,,,,,858,6,308,47,70,9501,yes,no,no,yes,17,88,15,83,2400mb,noeviction,5,no,no,no,422,145,yes,20,yes
,,,,,,,926,4,343,59,62,10343,yes,no,no,yes,16,89,17,81,1200mb,volatile-lru,4,yes,yes,no,476,133,yes,15,no
,,,,,,,842,6,284,56,53,9666,no,no,no,yes,19,83,18,81,1700mb,allkeys-lru,5,yes,no,yes,485,151,no,18,no
,,,,,,,856,5,316,66,64,10398,no,no,yes,yes,12,84,18,77,1700mb,volatile-lfu,5,yes,no,yes,466,120,no,23,yes
,,,,,,,888,4,305,68,49,9862,yes,no,yes,yes,16,86,19,80,2800mb,allkeys-lfu,5,no,no,yes,532,131,no,18,yes
,,,,,,,891,7,328,46,58,9779,yes,yes,no,,,,,,1400mb,allkeys-lfu,5,yes,no,yes,506,114,no,20,no
,,,,,,,898,5,282,58,59,10023,yes,yes,yes,yes,14,86,17,77,2500mb,volatile-lru,5,yes,yes,yes,462,143,no,19,no
,,,,,,,917,6,333,49,63,9596,no,no,no,yes,15,83,12,79,2200mb,allkeys-lru,5,yes,no,no,485,151,yes,16,yes
,,,,,,,908,5,263,58,61,10159,yes,yes,yes,yes,15,82,17,76,2500mb,noeviction,5,yes,no,yes,527,171,yes,14,no
,,,,,,,857,5,272,54,64,9816,yes,yes,yes,yes,12,81,15,80,1900mb,volatile-random,5,no,no,yes,493,142,yes,23,no
,,,,,,,955,4,281,47,72,9824,yes,no,yes,yes,14,82,15,80,2200mb,volatile-lru,6,no,yes,no,453,133,no,21,yes
,,,,,,,915,5,366,58,59,10754,no,yes,no,yes,17,86,18,81,2600mb,volatile-random,5,no,no,yes,548,125,yes,19,yes
,,,,,,,924,7,318,53,65,9553,yes,yes,yes,yes,16,88,18,79,2300mb,allkeys-lru,6,no,no,yes,484,112,yes,14,yes
,,,,,,,929,5,303,55,53,9815,yes,yes,no,yes,13,85,19,77,2600mb,allkeys-lru,5,yes,yes,no,469,107,yes,22,yes
,,,,,,,947,5,251,43,62,10304,no,no,no,,,,,,2500mb,noeviction,5,no,no,yes,465,134,yes,23,yes
,,,,,,,882,4,315,42,61,10087,yes,no,no,yes,15,90,17,81,2400mb,allkeys-lfu,4,yes,yes,no,513,144,no,24,yes
,,,,,,,897,4,316,68,55,10176,no,no,no,,,,,,2300mb,noeviction,5,no,no,no,478,145,no,20,yes
,,,,,,,875,6,296,50,61,9670,yes,yes,no,yes,13,85,18,79,2100mb,noeviction,5,yes,yes,no,466,142,yes,16,no
,,,,,,,882,6,242,50,64,10218,no,yes,yes,,,,,,1000mb,noeviction,5,no,no,no,562,102,yes,17,no
,,,,,,,919,4,356,30,60,10347,yes,no,no,,,,,,1200mb,volatile-ttl,5,yes,no,no,457,156,no,20,yes
,,,,,,,912,5,278,54,57,10002,no,yes,yes,,,,,,2500mb,volatile-lru,5,yes,no,yes,594,127,yes,21,yes
,,,,,,,896,5,299,63,68,9724,no,yes,yes,,,,,,1900mb,allkeys-random,5,yes,yes,no,503,134,no,22,no
,,,,,,,918,4,276,50,59,9145,yes,yes,yes,,,,,,2400mb,volatile-lfu,4,yes,no,no,480,130,yes,15,no
,,,,,,,839,5,274,49,63,10431,yes,no,no,yes,23,85,16,79,1400mb,volatile-lfu,5,yes,yes,yes,457,144,yes,22,no
,,,,,,,876,4,320,58,64,10257,no,no,no,yes,13,86,16,76,2200mb,volatile-ttl,4,no,no,yes,466,146,no,17,no
,,,,,,,919,5,320,63,65,9747,no,no,no,,,,,,2200mb,allkeys-random,5,no,no,yes,522,170,yes,17,no
,,,,,,,909,6,302,48,63,10359,yes,yes,yes,yes,16,87,14,80,2400mb,volatile-lfu,4,yes,no,yes,551,115,no,29,no
,,,,,,,856,6,289,46,62,9953,yes,yes,yes,yes,16,91,16,81,1100mb,volatile-random,5,yes,yes,no,562,113,no,21,yes
,,,,,,,900,6,335,41,61,10209,no,yes,no,yes,18,84,18,82,1400mb,volatile-ttl,5,yes,no,no,535,150,yes,23,no
,,,,,,,892,4,329,44,61,9948,yes,no,yes,yes,17,85,15,80,2800mb,volatile-lru,5,no,no,yes,477,124,yes,23,yes
,,,,,,,909,5,304,40,57,10214,yes,yes,yes,,,,,,2500mb,volatile-random,5,yes,no,yes,554,159,yes,24,yes
,,,,,,,907,5,363,56,55,9586,yes,no,yes,,,,,,1900mb,allkeys-lru,5,yes,no,no,516,126,yes,24,yes
,,,,,,,897,5,263,48,59,10273,no,yes,yes,yes,16,88,15,82,2400mb,volatile-lru,5,no,no,no,510,111,no,23,no
,,,,,,,920,5,322,54,61,10289,no,no,yes,yes,16,85,17,78,2800mb,noeviction,6,no,yes,no,558,116,yes,21,no
,,,,,,,955,5,354,47,56,10319,yes,no,no,yes,18,83,18,77,2300mb,volatile-lfu,5,yes,no,no,532,136,no,16,no
,,,,,,,944,5,330,58,59,9863,yes,yes,no,yes,15,82,15,83,1000mb,allkeys-random,5,no,yes,yes,442,138,no,21,no
,,,,,,,911,6,261,49,65,9767,no,no,yes,yes,15,86,17,78,1300mb,allkeys-random,5,yes,yes,no,537,110,no,24,yes
,,,,,,,885,6,270,51,55,9998,no,yes,yes,,,,,,2800mb,volatile-ttl,5,no,no,no,524,104,no,20,yes
,,,,,,,891,4,299,54,59,10048,yes,no,yes,,,,,,1100mb,allkeys-lfu,5,no,no,no,476,134,no,20,no
,,,,,,,909,5,313,50,55,10258,no,yes,yes,yes,17,85,12,82,2800mb,noeviction,5,yes,no,no,590,91,yes,18,yes
,,,,,,,943,5,274,48,54,10767,no,yes,no,,,,,,1700mb,noeviction,5,yes,yes,no,448,107,yes,22,no
,,,,,,,880,6,340,48,59,10203,yes,no,yes,yes,15,85,17,80,1200mb,allkeys-random,5,yes,yes,yes,493,86,no,19,no
,,,,,,,930,6,344,55,61,10164,yes,yes,no,yes,16,89,16,80,2300mb,allkeys-random,5,yes,yes,no,516,145,yes,18,no
,,,,,,,863,5,274,49,60,10022,yes,yes,yes,,,,,,2000mb,volatile-lfu,5,no,no,no,488,133,yes,16,yes
,,,,,,,902,4,238,58,55,9987,no,no,yes,,,,,,1000mb,allkeys-lfu,5,yes,yes,no,455,125,no,16,yes
,,,,,,,885,4,269,57,60,9978,yes,no,no,,,,,,2800mb,volatile-ttl,5,no,no,yes,503,145,yes,19,yes
,,,,,,,875,4,256,58,58,9775,no,yes,yes,yes,11,82,13,78,1800mb,noeviction,5,no,no,no,461,158,yes,16,no
,,,,,,,889,5,238,45,54,10128,no,no,yes,yes,15,84,11,82,2500mb,volatile-ttl,5,yes,no,no,533,137,yes,19,no
,,,,,,,874,5,282,53,64,9836,no,yes,yes,,,,,,1200mb,noeviction,5,no,no,no,479,107,yes,23,yes
,,,,,,,875,5,316,50,57,10173,yes,yes,no,,,,,,1200mb,allkeys-lfu,5,yes,no,yes,613,160,no,18,no
,,,,,,,853,5,317,58,61,10749,no,yes,yes,,,,,,2800mb,noeviction,5,yes,no,no,522,118,no,22,no
,,,,,,,927,4,342,38,56,9929,no,yes,yes,,,,,,2300mb,noeviction,5,no,no,yes,501,147,yes,15,no
,,,,,,,904,7,306,43,65,10175,yes,no,no,yes,18,87,14,77,1300mb,volatile-lfu,5,yes,no,yes,459,136,no,20,no
,,,,,,,898,5,257,60,63,10073,yes,yes,no,yes,14,87,18,81,1000mb,volatile-lru,5,no,yes,yes,489,102,yes,16,no
,,,,,,,886,4,279,63,56,9997,yes,no,no,yes,17,87,16,80,1600mb,allkeys-lfu,4,yes,no,no,589,114,yes,15,yes
,,,,,,,917,5,347,56,60,9872,yes,yes,yes,,,,,,1600mb,noeviction,5,no,no,yes,552,92,no,21,no
,,,,,,,968,6,302,58,66,10552,no,yes,no,,,,,,2600mb,allkeys-lfu,5,no,no,no,541,118,no,22,yes
,,,,,,,876,5,301,61,54,10516,no,yes,no,yes,17,91,16,82,2200mb,volatile-lfu,5,yes,yes,yes,577,113,no,20,yes
,,,,,,,855,6,370,43,59,10339,no,yes,yes,yes,20,87,11,80,1400mb,allkeys-random,5,yes,no,no,559,149,yes,21,yes
,,,,,,,914,5,250,49,61,10111,no,no,yes,yes,13,84,13,78,1000mb,volatile-lfu,5,no,no,yes,473,109,yes,21,no
,,,,,,,899,5,259,55,54,9827,no,no,yes,,,,,,1700mb,allkeys-random,5,no,yes,no,497,147,no,18,yes
,,,,,,,918,5,291,50,59,10152,no,yes,yes,,,,,,2000mb,allkeys-lfu,5,yes,yes,no,555,95,yes,18,no
,,,,,,,924,5,327,47,52,9616,no,yes,yes,,,,,,1400mb,allkeys-lfu,5,yes,no,yes,489,144,no,23,no
,,,,,,,901,6,378,56,60,10106,yes,yes,yes,,,,,,1600mb,volatile-ttl,5,yes,yes,no,528,132,no,19,yes
,,,,,,,951,5,304,60,50,10272,no,no,no,,,,,,1500mb,volatile-lfu,5,yes,yes,no,540,175,yes,22,yes
,,,,,,,874,6,313,61,60,10076,yes,no,yes,yes,18,89,16,80,2400mb,volatile-ttl,5,no,no,no,465,160,no,17,no
,,,,,,,898,4,283,57,47,10939,no,yes,no,yes,12,85,17,78,1500mb,volatile-random,6,no,no,no,495,150,no,21,no
,,,,,,,896,6,252,72,70,10019,no,no,yes,,,,,,2400mb,volatile-lfu,5,yes,no,yes,492,132,yes,26,yes
,,,,,,,933,6,311,41,58,9505,no,no,yes,,,,,,1400mb,noeviction,5,yes,no,yes,480,152,yes,15,no
,,,,,,,921,4,288,53,60,9737,yes,no,yes,yes,15,85,12,80,1400mb,volatile-ttl,5,no,yes,no,468,115,yes,23,no
,,,,,,,894,5,226,54,61,10392,no,yes,no,yes,18,83,17,79,2400mb,allkeys-lru,4,no,yes,yes,522,128,no,19,no
,,,,,,,834,4,301,51,71,10280,yes,no,yes,yes,16,85,15,78,2700mb,volatile-lfu,5,yes,yes,yes,495,150,no,19,yes
,,,,,,,932,5,267,65,68,9718,yes,no,yes,,,,,,1700mb,volatile-lru,4,no,yes,yes,559,157,yes,18,yes
,,,,,,,923,4,274,46,64,10626,yes,no,no,,,,,,1500mb,volatile-ttl,5,no,yes,yes,499,118,yes,23,yes
,,,,,,,853,4,363,38,52,10458,no,no,no,,,,,,2200mb,volatile-random,5,no,no,yes,485,115,no,16,yes
,,,,,,,950,6,289,48,61,9958,no,yes,yes,yes,13,87,15,78,2300mb,allkeys-lfu,5,no,no,no,531,168,yes,15,no
,,,,,,,897,5,287,63,67,10022,yes,yes,no,,,,,,1900mb,allkeys-lfu,5,yes,yes,yes,549,146,yes,19,no
,,,,,,,881,4,293,66,61,9957,yes,no,yes,,,,,,2400mb,volatile-ttl,5,yes,yes,no,483,92,no,27,no
,,,,,,,837,5,297,67,51,9784,no,no,no,,,,,,1300mb,volatile-lfu,5,yes,yes,no,489,133,no,26,yes
,,,,,,,902,7,294,49,57,10528,no,yes,no,,,,,,2600mb,allkeys-lru,5,yes,no,yes,482,137,yes,17,no
,,,,,,,948,4,261,51,57,10267,no,no,yes,,,,,,2100mb,volatile-lru,5,yes,no,yes,549,135,yes,21,no
,,,,,,,956,6,310,58,61,9685,no,no,no,yes,16,87,18,84,1700mb,allkeys-random,5,no,no,yes,507,158,no,22,yes
,,,,,,,884,4,287,53,63,10675,no,no,no,yes,16,86,17,79,2500mb,allkeys-lru,5,no,yes,yes,483,146,yes,17,yes
,,,,,,,891,5,271,52,62,9618,no,yes,yes,,,,,,1200mb,volatile-lfu,5,yes,no,no,474,105,no,16,no
,,,,,,,896,5,286,52,70,10124,no,no,yes,,,,,,1100mb,volatile-random,6,yes,no,no,558,155,yes,19,no
,,,,,,,838,4,268,50,52,9803,no,no,yes,,,,,,2900mb,volatile-random,5,yes,yes,yes,588,139,no,13,no
,,,,,,,919,4,297,55,60,10252,yes,yes,no,yes,18,84,15,82,1600mb,volatile-lfu,5,no,no,yes,609,103,yes,21,no
,,,,,,,893,5,332,59,67,10377,yes,yes,yes,,,,,,1300mb,volatile-ttl,5,no,no,no,597,96,yes,22,yes
,,,,,,,954,4,295,54,65,9767,no,no,yes,,,,,,2900mb,allkeys-lfu,5,no,yes,yes,512,130,no,17,no
,,,,,,,892,7,308,52,59,9273,yes,yes,no,yes,17,89,15,80,2000mb,allkeys-lru,4,no,no,yes,493,129,no,21,yes
